"id";"moto_similares";"caminhao_similares";"onibus_similares"
277031;"não";"sim";"não"
277032;"não";"sim";"não"
277033;"não";"não";"não"
277034;"não";"sim";"não"
277035;"não";"sim";"não"
277036;"não";"não";"não"
277038;"sim";"não";"não"
277039;"não";"sim";"não"
277040;"sim";"sim";"não"
277041;"não";"sim";"não"
277042;"sim";"não";"não"
277043;"não";"não";"não"
277044;"não";"não";"não"
277045;"sim";"não";"não"
277046;"sim";"não";"não"
277048;"não";"não";"sim"
277049;"não";"sim";"não"
277050;"não";"não";"não"
277052;"sim";"sim";"não"
277053;"sim";"sim";"não"
277054;"sim";"não";"não"
277055;"sim";"não";"não"
277056;"sim";"sim";"não"
277057;"não";"sim";"não"
277058;"sim";"não";"não"
277059;"não";"não";"não"
277060;"sim";"não";"não"
277061;"não";"sim";"não"
277062;"sim";"não";"não"
277065;"não";"não";"não"
277066;"sim";"sim";"não"
277067;"sim";"não";"não"
277068;"não";"sim";"não"
277070;"sim";"não";"não"
277071;"sim";"não";"não"
277072;"sim";"não";"não"
277073;"não";"não";"não"
277074;"sim";"não";"sim"
277075;"sim";"não";"não"
277078;"sim";"não";"não"
277079;"sim";"não";"não"
277080;"sim";"não";"não"
277081;"não";"não";"não"
277082;"sim";"não";"não"
277084;"não";"sim";"não"
277085;"sim";"não";"não"
277086;"sim";"não";"não"
277087;"não";"sim";"não"
277089;"sim";"não";"não"
277090;"não";"sim";"não"
277091;"não";"sim";"não"
277092;"sim";"sim";"não"
277093;"não";"sim";"não"
277094;"não";"sim";"não"
277095;"sim";"não";"não"
277097;"sim";"não";"não"
277098;"não";"não";"não"
277099;"sim";"sim";"não"
277100;"não";"sim";"não"
277101;"sim";"não";"não"
277102;"sim";"não";"não"
277103;"não";"sim";"não"
277104;"não";"sim";"não"
277105;"sim";"não";"não"
277106;"não";"não";"não"
277107;"não";"não";"não"
277108;"não";"sim";"não"
277110;"não";"sim";"não"
277111;"não";"sim";"não"
277112;"sim";"não";"não"
277113;"sim";"não";"não"
277114;"não";"sim";"não"
277115;"não";"sim";"não"
277116;"não";"não";"não"
277117;"sim";"sim";"não"
277118;"sim";"não";"não"
277119;"não";"não";"não"
277121;"sim";"não";"não"
277122;"sim";"não";"não"
277123;"não";"não";"não"
277125;"sim";"não";"não"
277126;"não";"sim";"não"
277127;"não";"sim";"não"
277129;"não";"sim";"não"
277130;"sim";"não";"sim"
277131;"não";"sim";"não"
277132;"sim";"não";"não"
277133;"não";"não";"não"
277134;"não";"sim";"não"
277135;"não";"não";"não"
277136;"não";"não";"não"
277137;"não";"sim";"não"
277138;"não";"sim";"não"
277139;"não";"sim";"não"
277140;"sim";"não";"não"
277141;"sim";"não";"não"
277142;"não";"sim";"não"
277143;"não";"sim";"sim"
277144;"sim";"não";"não"
277145;"não";"sim";"não"
277148;"sim";"sim";"não"
277149;"não";"sim";"não"
277150;"não";"não";"não"
277151;"não";"não";"não"
277152;"não";"não";"não"
277153;"sim";"não";"não"
277154;"sim";"não";"não"
277155;"sim";"não";"não"
277156;"não";"sim";"não"
277157;"não";"não";"não"
277159;"sim";"não";"não"
277160;"sim";"não";"não"
277161;"sim";"não";"sim"
277162;"não";"sim";"não"
277163;"não";"não";"não"
277164;"não";"sim";"não"
277165;"não";"sim";"não"
277167;"não";"sim";"não"
277168;"não";"sim";"não"
277169;"não";"sim";"não"
277171;"não";"não";"não"
277172;"sim";"não";"não"
277174;"não";"sim";"não"
277175;"sim";"sim";"não"
277176;"sim";"sim";"não"
277177;"sim";"não";"não"
277178;"não";"sim";"não"
277180;"sim";"não";"não"
277181;"sim";"não";"não"
277182;"sim";"não";"não"
277183;"sim";"não";"não"
277184;"sim";"sim";"não"
277185;"não";"não";"não"
277186;"não";"não";"não"
277187;"sim";"não";"não"
277189;"não";"não";"não"
277190;"não";"sim";"não"
277191;"sim";"não";"não"
277192;"não";"sim";"não"
277193;"sim";"não";"não"
277194;"não";"sim";"não"
277195;"sim";"não";"não"
277196;"não";"sim";"não"
277197;"sim";"não";"não"
277198;"não";"não";"não"
277199;"sim";"não";"não"
277201;"não";"sim";"não"
277202;"não";"sim";"não"
277203;"não";"sim";"não"
277204;"não";"não";"não"
277205;"não";"não";"não"
277206;"não";"não";"não"
277207;"não";"não";"não"
277208;"não";"sim";"não"
277210;"sim";"não";"não"
277211;"não";"não";"não"
277212;"não";"sim";"não"
277213;"não";"sim";"não"
277214;"não";"não";"não"
277215;"não";"sim";"não"
277216;"não";"não";"não"
277217;"não";"sim";"não"
277218;"não";"não";"não"
277219;"sim";"não";"sim"
277220;"não";"sim";"não"
277221;"sim";"não";"não"
277222;"não";"não";"não"
277223;"sim";"não";"não"
277224;"sim";"não";"não"
277227;"sim";"não";"não"
277228;"não";"sim";"não"
277229;"sim";"sim";"não"
277230;"sim";"não";"não"
277231;"sim";"sim";"não"
277233;"sim";"sim";"não"
277236;"não";"não";"não"
277237;"não";"sim";"não"
277238;"não";"não";"não"
277239;"não";"sim";"não"
277240;"não";"não";"não"
277241;"não";"sim";"não"
277242;"não";"não";"não"
277243;"sim";"não";"não"
277244;"não";"não";"não"
277247;"não";"não";"sim"
277250;"sim";"não";"não"
277251;"sim";"sim";"não"
277253;"não";"sim";"não"
277255;"não";"sim";"não"
277256;"não";"sim";"não"
277257;"não";"não";"não"
277258;"não";"não";"não"
277259;"sim";"não";"não"
277260;"não";"não";"não"
277261;"não";"não";"não"
277262;"não";"sim";"não"
277263;"sim";"não";"não"
277264;"não";"não";"não"
277265;"não";"não";"não"
277267;"sim";"não";"não"
277268;"sim";"não";"não"
277269;"não";"não";"não"
277270;"sim";"não";"não"
277271;"não";"sim";"não"
277272;"não";"sim";"não"
277273;"sim";"não";"não"
277274;"não";"sim";"não"
277275;"não";"sim";"sim"
277276;"sim";"não";"não"
277277;"sim";"não";"não"
277278;"não";"sim";"não"
277279;"não";"não";"não"
277280;"não";"sim";"não"
277281;"sim";"não";"não"
277284;"sim";"não";"não"
277286;"não";"não";"não"
277288;"não";"não";"não"
277289;"não";"não";"não"
277290;"sim";"não";"não"
277291;"não";"sim";"não"
277292;"não";"não";"não"
277293;"não";"não";"sim"
277294;"sim";"não";"não"
277296;"não";"sim";"não"
277297;"não";"sim";"não"
277298;"não";"sim";"não"
277300;"não";"não";"não"
277301;"não";"sim";"não"
277302;"não";"sim";"não"
277304;"não";"sim";"não"
277305;"não";"não";"não"
277306;"não";"sim";"não"
277309;"não";"sim";"não"
277310;"não";"não";"não"
277311;"não";"sim";"não"
277312;"não";"não";"não"
277313;"sim";"não";"não"
277315;"não";"não";"não"
277317;"não";"sim";"não"
277318;"sim";"não";"não"
277319;"não";"sim";"não"
277320;"sim";"não";"não"
277321;"não";"sim";"não"
277322;"não";"não";"não"
277323;"não";"não";"sim"
277324;"não";"sim";"não"
277325;"não";"não";"não"
277326;"não";"não";"não"
277327;"sim";"não";"não"
277328;"não";"sim";"não"
277329;"não";"sim";"não"
277330;"sim";"não";"não"
277331;"não";"sim";"não"
277332;"sim";"sim";"não"
277334;"sim";"não";"não"
277335;"sim";"não";"não"
277336;"sim";"não";"não"
277337;"não";"sim";"não"
277338;"sim";"não";"não"
277339;"sim";"não";"não"
277340;"não";"sim";"não"
277341;"não";"sim";"não"
277342;"não";"sim";"não"
277343;"não";"sim";"não"
277344;"não";"sim";"não"
277345;"não";"sim";"sim"
277347;"não";"não";"não"
277348;"não";"sim";"não"
277349;"sim";"não";"não"
277350;"sim";"não";"não"
277351;"não";"sim";"não"
277352;"não";"sim";"não"
277354;"não";"sim";"não"
277357;"não";"sim";"não"
277358;"sim";"sim";"não"
277359;"sim";"não";"não"
277360;"não";"sim";"não"
277361;"não";"não";"não"
277362;"não";"sim";"não"
277363;"sim";"não";"não"
277364;"não";"sim";"não"
277365;"não";"não";"não"
277366;"sim";"sim";"não"
277367;"sim";"não";"não"
277368;"não";"não";"não"
277369;"sim";"não";"não"
277370;"não";"não";"não"
277371;"não";"sim";"não"
277372;"sim";"não";"não"
277374;"sim";"não";"não"
277375;"não";"sim";"não"
277376;"sim";"não";"não"
277377;"não";"sim";"não"
277378;"não";"não";"não"
277379;"sim";"sim";"não"
277380;"sim";"não";"não"
277381;"não";"sim";"não"
277382;"não";"sim";"não"
277383;"não";"não";"não"
277384;"sim";"não";"não"
277385;"sim";"não";"não"
277386;"não";"não";"não"
277387;"sim";"não";"não"
277388;"sim";"não";"não"
277392;"sim";"não";"não"
277393;"não";"sim";"não"
277395;"não";"não";"não"
277396;"não";"não";"não"
277397;"não";"não";"não"
277398;"sim";"não";"não"
277400;"não";"não";"não"
277401;"sim";"não";"não"
277402;"sim";"não";"não"
277404;"não";"não";"não"
277405;"não";"sim";"não"
277406;"não";"sim";"não"
277407;"não";"não";"não"
277408;"não";"não";"não"
277409;"sim";"não";"não"
277411;"não";"não";"não"
277412;"sim";"não";"não"
277413;"não";"não";"não"
277414;"sim";"não";"não"
277415;"não";"sim";"não"
277416;"não";"não";"não"
277418;"não";"não";"não"
277420;"não";"não";"não"
277421;"não";"sim";"não"
277422;"sim";"não";"não"
277423;"não";"sim";"não"
277424;"não";"sim";"não"
277427;"não";"não";"não"
277428;"não";"sim";"não"
277429;"não";"não";"não"
277430;"não";"não";"não"
277431;"sim";"não";"não"
277432;"sim";"não";"não"
277433;"não";"não";"não"
277434;"sim";"não";"não"
277435;"não";"não";"não"
277437;"não";"sim";"não"
277438;"sim";"não";"não"
277439;"sim";"não";"não"
277440;"não";"sim";"não"
277441;"não";"sim";"não"
277442;"não";"sim";"não"
277443;"não";"não";"não"
277444;"sim";"sim";"não"
277445;"não";"não";"não"
277446;"não";"não";"não"
277449;"não";"não";"não"
277450;"não";"sim";"não"
277451;"sim";"não";"não"
277452;"sim";"sim";"não"
277453;"não";"sim";"não"
277454;"não";"sim";"não"
277455;"não";"sim";"não"
277456;"sim";"não";"não"
277457;"sim";"não";"não"
277458;"não";"sim";"não"
277459;"sim";"não";"não"
277460;"sim";"não";"não"
277461;"sim";"não";"não"
277462;"sim";"não";"não"
277463;"não";"não";"não"
277464;"não";"sim";"não"
277465;"sim";"não";"não"
277467;"não";"não";"não"
277468;"não";"sim";"não"
277470;"sim";"não";"não"
277471;"não";"não";"não"
277472;"sim";"não";"não"
277473;"não";"sim";"não"
277474;"não";"sim";"não"
277475;"não";"não";"não"
277476;"não";"sim";"não"
277477;"não";"não";"não"
277478;"não";"sim";"não"
277479;"não";"sim";"não"
277480;"não";"não";"não"
277481;"sim";"não";"não"
277482;"não";"não";"não"
277483;"não";"não";"não"
277484;"sim";"não";"não"
277485;"sim";"não";"não"
277486;"sim";"não";"não"
277487;"sim";"não";"não"
277488;"não";"não";"não"
277489;"não";"não";"não"
277490;"não";"não";"não"
277491;"não";"não";"não"
277492;"sim";"não";"não"
277493;"sim";"não";"não"
277494;"sim";"não";"não"
277495;"não";"não";"não"
277496;"não";"não";"não"
277498;"sim";"não";"não"
277500;"sim";"não";"não"
277501;"não";"não";"não"
277502;"sim";"não";"não"
277503;"não";"não";"não"
277504;"não";"não";"não"
277505;"não";"não";"não"
277506;"não";"não";"não"
277507;"não";"sim";"não"
277508;"não";"não";"não"
277510;"não";"não";"não"
277511;"não";"não";"não"
277512;"não";"não";"não"
277513;"não";"não";"não"
277514;"não";"não";"não"
277515;"não";"não";"não"
277516;"não";"não";"não"
277517;"sim";"não";"não"
277518;"sim";"não";"não"
277519;"não";"não";"não"
277520;"sim";"não";"não"
277522;"não";"não";"não"
277524;"sim";"não";"não"
277525;"não";"não";"não"
277526;"não";"sim";"não"
277527;"sim";"sim";"não"
277528;"não";"não";"não"
277529;"não";"não";"não"
277530;"não";"não";"não"
277531;"sim";"não";"não"
277532;"não";"sim";"não"
277533;"sim";"não";"não"
277534;"não";"não";"não"
277535;"sim";"não";"não"
277536;"não";"não";"não"
277537;"não";"sim";"não"
277538;"não";"não";"não"
277539;"não";"não";"não"
277540;"não";"sim";"não"
277541;"não";"não";"não"
277542;"não";"não";"não"
277543;"não";"não";"não"
277544;"sim";"não";"não"
277545;"não";"não";"não"
277547;"não";"não";"não"
277548;"não";"sim";"não"
277549;"sim";"não";"não"
277550;"sim";"sim";"não"
277551;"sim";"não";"não"
277552;"não";"sim";"não"
277553;"não";"sim";"não"
277554;"não";"não";"não"
277555;"sim";"não";"não"
277556;"sim";"não";"não"
277557;"sim";"não";"não"
277558;"não";"não";"não"
277559;"sim";"não";"não"
277561;"não";"sim";"não"
277562;"sim";"não";"não"
277563;"não";"não";"não"
277564;"não";"sim";"não"
277565;"não";"não";"não"
277566;"sim";"não";"não"
277567;"sim";"não";"não"
277569;"sim";"não";"não"
277571;"não";"sim";"não"
277572;"sim";"não";"não"
277573;"não";"não";"não"
277575;"não";"sim";"não"
277576;"não";"não";"não"
277577;"não";"não";"não"
277578;"não";"não";"não"
277579;"sim";"não";"não"
277580;"não";"sim";"não"
277581;"sim";"não";"não"
277582;"sim";"não";"não"
277583;"sim";"não";"não"
277584;"sim";"não";"não"
277585;"não";"não";"não"
277586;"não";"não";"não"
277587;"não";"não";"não"
277588;"sim";"não";"não"
277589;"sim";"não";"não"
277591;"não";"não";"não"
277592;"não";"não";"não"
277593;"não";"não";"não"
277594;"não";"não";"não"
277595;"não";"sim";"não"
277597;"não";"não";"não"
277598;"sim";"não";"não"
277599;"sim";"não";"não"
277600;"não";"não";"não"
277601;"não";"não";"não"
277602;"sim";"não";"não"
277603;"não";"sim";"não"
277604;"não";"não";"não"
277605;"não";"sim";"não"
277606;"não";"não";"não"
277607;"sim";"não";"não"
277608;"sim";"não";"não"
277610;"sim";"não";"não"
277611;"não";"não";"não"
277612;"sim";"não";"não"
277613;"não";"não";"não"
277614;"não";"não";"sim"
277615;"sim";"não";"não"
277616;"não";"não";"não"
277617;"não";"não";"não"
277618;"não";"sim";"não"
277619;"não";"sim";"não"
277620;"não";"não";"não"
277621;"sim";"não";"não"
277622;"sim";"não";"não"
277623;"sim";"não";"não"
277624;"não";"não";"não"
277625;"não";"não";"não"
277626;"sim";"sim";"não"
277627;"não";"não";"não"
277628;"não";"sim";"não"
277630;"sim";"não";"não"
277631;"sim";"não";"não"
277632;"sim";"não";"não"
277633;"sim";"não";"não"
277635;"não";"não";"não"
277636;"sim";"não";"não"
277637;"não";"não";"não"
277638;"sim";"não";"não"
277639;"sim";"sim";"não"
277640;"não";"sim";"não"
277642;"sim";"não";"não"
277644;"não";"não";"não"
277646;"sim";"não";"não"
277647;"não";"não";"não"
277648;"sim";"não";"não"
277649;"sim";"não";"não"
277650;"não";"não";"não"
277651;"não";"não";"não"
277652;"sim";"não";"não"
277653;"sim";"não";"não"
277655;"sim";"não";"não"
277656;"sim";"não";"não"
277658;"não";"não";"não"
277659;"não";"sim";"não"
277660;"não";"sim";"não"
277661;"não";"sim";"não"
277662;"não";"sim";"não"
277663;"não";"não";"não"
277664;"sim";"não";"não"
277665;"não";"sim";"não"
277666;"não";"não";"não"
277668;"não";"não";"não"
277669;"não";"sim";"não"
277670;"não";"sim";"não"
277671;"sim";"não";"não"
277672;"não";"não";"não"
277673;"sim";"não";"não"
277674;"não";"não";"não"
277675;"sim";"não";"não"
277676;"sim";"não";"não"
277677;"não";"não";"não"
277678;"não";"não";"não"
277679;"não";"não";"não"
277680;"sim";"não";"sim"
277681;"não";"não";"não"
277683;"sim";"não";"não"
277684;"sim";"sim";"não"
277685;"não";"não";"não"
277686;"não";"sim";"não"
277687;"sim";"não";"não"
277688;"sim";"não";"não"
277689;"não";"não";"não"
277690;"sim";"não";"não"
277691;"não";"sim";"não"
277694;"sim";"não";"não"
277695;"não";"sim";"não"
277696;"sim";"não";"não"
277697;"sim";"não";"não"
277699;"sim";"não";"não"
